Time,Pitch (x),Yaw (y),Roll (z)
32.22,9.040384,15.000529,12.206824
32.27,9.0607605,15.00379,12.2272005
32.33,9.063208,15.021737,12.236174
32.36,9.072164,15.034764,12.249201
32.41,9.090094,15.041285,12.260611
32.45,9.101505,15.04699,12.271207
32.51,9.113734,15.064112,12.291589
32.55,9.142259,15.066557,12.311149
32.59,9.153668,15.075522,12.306258
32.64,9.155298,15.072263,12.323374
32.69,9.176505,15.085313,12.316033
32.75,9.196053,15.0959015,12.335581
32.78,9.222128,15.107309,12.341285
32.83,9.236799,15.106494,12.339655
32.88,9.255552,15.123616,12.369008
32.92,9.266958,15.134208,12.390191
32.97,9.284068,15.143985,12.39345
33.01,9.283253,15.155396,12.45051
33.06,9.302813,15.167622,12.48963
33.11,9.327261,15.18881,12.506743
33.14,9.319926,15.205926,12.501039
33.21,9.324,15.228744,12.52793
33.25,9.342747,15.222223,12.542601
33.3,9.361496,15.24994,12.529557
33.34,9.383501,15.252385,12.552377
33.38,9.39654,15.249941,12.571935
33.44,9.409579,15.242606,12.591494
33.49,9.431589,15.262985,12.601275
33.53,9.432404,15.267874,12.608608
33.56,9.438924,15.293141,12.627355
33.61,9.442999,15.300476,12.645285
33.67,9.458484,15.336336,12.6648445
33.72,9.469078,15.355896,12.664029
33.77,9.474784,15.351006,12.68033
33.8,9.506572,15.373827,12.703152
33.84,9.517981,15.363233,12.718636
33.91,9.538355,15.355898,12.736565
33.95,9.555491,15.367322,12.721876
33.99,9.5432825,15.3770895,12.758504
34.03,9.554702,15.399927,12.761766
34.08,9.553887,15.410515,12.7878275
34.14,9.586503,15.429269,12.805766
34.19,9.619904,15.458596,12.804952
34.22,9.62236,15.473333,12.818871
34.27,9.640207,15.476579,12.836718
34.31,9.664659,15.487174,12.866059
34.38,9.693234,15.501054,12.889737
34.41,9.7119465,15.524647,12.87672
34.45,9.702975,15.527909,12.88977
34.5,9.706233,15.523837,12.885697
34.56,9.723431,15.5402155,12.900437
34.61,9.732353,15.547516,12.926394
34.64,9.747024,15.551591,12.931285
34.69,9.765773,15.567895,12.967969
34.74,9.800808,15.579302,12.973672
34.8,9.814674,15.616007,12.987538
34.83,9.828519,15.633108,13.007083
34.88,9.856255,15.631476,13.012794
34.92,9.875795,15.638804,13.035591
34.97,9.87987,15.632284,13.055967
35.03,9.887206,15.619244,13.076344
35.06,9.9018755,15.644507,13.093457
35.11,9.892091,15.655108,13.117105
35.16,9.90431,15.672216,13.1342125
35.21,9.919865,15.692683,13.1235695
35.25,9.913376,15.712149,13.122759
35.3,9.906034,15.721937,13.135811
35.34,9.928037,15.73579,13.161073
35.39,9.947587,15.741492,13.1814375
35.44,9.958997,15.754532,13.196107
35.49,9.9777565,15.776555,13.232812
35.53,9.996485,15.782255,13.2466545
35.58,10.016866,15.805897,13.253177
35.63,10.027462,15.822199,13.268663
35.66,10.042941,15.829531,13.273552
35.72,10.046216,15.842631,13.285833
35.77,10.062443,15.857235,13.302871
35.81,10.077927,15.85642,13.315095
35.86,10.079559,15.849072,13.316728
35.89,10.07305,15.858023,13.329746
35.95,10.094272,15.881693,13.340357
36,10.097529,15.89228,13.360717
36.05,10.115445,15.919968,13.40062
36.08,10.11789,15.9215975,13.4185505
36.13,10.129315,15.920781,13.420999
36.19,10.140712,15.925665,13.448675
36.24,10.143971,15.961523,13.438081
36.27,10.15541,15.96234,13.463408
36.31,10.166806,15.957457,13.479689
36.36,10.186363,15.96805,13.492726
36.42,10.198583,15.992489,13.535088
36.47,10.208357,16.002262,13.554635
36.5,10.2197695,16.005524,13.55382
36.55,10.238599,16.012892,13.569374
36.61,10.2459,16.02506,13.581543
36.66,10.24916,16.040545,13.592952
36.69,10.2687235,16.054403,13.602734
36.74,10.280946,16.061737,13.62229
36.78,10.28013,16.086185,13.646739
36.84,10.296431,16.08048,13.654889
36.89,10.305396,16.087002,13.660595
36.92,10.311919,16.109016,13.677718
36.97,10.332284,16.101685,13.721707
37.01,10.329023,16.109835,13.724153
37.08,10.36653,16.13185,13.733937
37.11,10.386079,16.134293,13.768147
37.16,10.406455,16.139997,13.786078
37.21,10.418704,16.165312,13.812209
37.25,10.417891,16.163685,13.829291
37.31,10.44644,16.175104,13.850499
37.34,10.450531,16.19474,13.853772
37.39,10.445664,16.211775,13.855394
37.44,10.47093,16.213406,13.879846
37.49,10.4693,16.221556,13.892885
37.53,10.46767,16.24193,13.889626
37.58,10.496196,16.231335,13.896146
37.63,10.510866,16.24356,13.910002
37.67,10.52233,16.254206,13.919828
37.72,10.527198,16.276918,13.9417305
37.77,10.540236,16.271214,13.966179
37.81,10.562277,16.28101,13.956383
37.86,10.589149,16.285896,13.970226
37.91,10.599736,16.307884,13.98407
37.94,10.608713,16.316046,14.0085535
38,10.616034,16.318485,14.027262
38.05,10.615218,16.325008,14.071299
38.09,10.624998,16.329899,14.0533695
38.14,10.633971,16.334793,14.072131
38.17,10.668988,16.333164,14.076203
38.24,10.680415,16.334797,14.091712
38.28,10.695893,16.345387,14.114521
38.33,10.697523,16.342127,14.1495695
38.36,10.714618,16.386086,14.160966
38.41,10.729286,16.399939,14.204972
38.47,10.741565,16.423677,14.225437
38.51,10.75133,16.427746,14.260431
38.56,10.767595,16.422052,14.284015
38.59,10.796118,16.428572,14.287274
38.66,10.787933,16.448214,14.280727
38.71,10.809282,16.458067,14.305361
38.75,10.82458,16.47578,14.335957
38.78,10.854731,16.483114,14.370181
38.83,10.884123,16.49781,14.397941
38.89,10.9093485,16.48479,14.407705
38.94,10.9248295,16.48805,14.422372
38.97,10.921569,16.501091,14.437858
39.01,10.934617,16.505169,14.44112
39.06,10.943578,16.490507,14.459855
39.13,10.96319,16.508486,14.476199
39.17,10.98356,16.501968,14.49005
39.21,11.002488,16.537357,14.489227
39.25,11.017782,16.541382,14.4956665
39.3,11.047125,16.56013,14.516044
39.36,11.048755,16.575611,14.522563
39.39,11.064259,16.570715,14.5282755
39.44,11.083787,16.56502,14.525021
39.49,11.087864,16.58785,14.543774
39.53,11.1025505,16.604986,14.551933
39.59,11.104994,16.61313,14.567409
39.63,11.126987,16.646528,14.578813
39.67,11.1310625,16.662014,14.613857
39.72,11.150633,16.674246,14.619565
39.77,11.1693735,16.694616,14.6399355
39.81,11.2060375,16.704393,14.645638
39.86,11.201962,16.72314,14.642378
39.91,11.231326,16.731297,14.637484
39.95,11.229697,16.732925,14.641556
40,11.24681,16.73374,14.663558
40.05,11.2696295,16.74841,14.676598
40.09,11.275338,16.764719,14.6806755
40.14,11.272895,16.768791,14.691264
40.19,11.298161,16.788351,14.711639
40.22,11.304681,16.781832,14.74587
40.28,11.328348,16.777752,14.736892
40.33,11.339759,16.808723,14.758082
40.38,11.32918,16.826628,14.774359
40.42,11.33244,16.84945,14.777619
40.45,11.347947,16.854345,14.803736
40.51,11.342247,16.849459,14.825724
40.56,11.345507,16.856794,14.835504
40.61,11.34143,16.855164,14.844474
40.64,11.344687,16.857607,14.875426
40.71,11.368362,16.855158,14.879508
40.75,11.366735,16.862478,14.878695
40.8,11.387106,16.882034,14.900695
40.84,11.396071,16.921972,14.913736
40.88,11.412386,16.92605,14.942287
40.94,11.428671,16.932564,14.951244
40.99,11.442525,16.927673,14.949615
41.03,11.4555645,16.931747,14.968359
41.06,11.475125,16.939083,14.983029
41.11,11.488208,16.95053,14.993659
41.17,11.513435,16.967619,15.007493
41.22,11.508546,16.971693,15.001788
41.27,11.525652,16.977394,15.029484
41.3,11.528097,16.98147,15.031929
41.34,11.531359,16.992886,15.030298
41.41,11.561468,17.005905,15.049015
41.45,11.577769,17.036877,15.058796
41.49,11.586737,17.039322,15.076732
41.53,11.599782,17.057259,15.102821
41.58,11.608737,17.07354,15.129685
41.64,11.640534,17.076801,15.132132
41.67,11.643794,17.090656,15.15495
41.72,11.651944,17.11103,15.167174
41.77,11.660952,17.112669,15.166355
41.81,11.688532,17.119158,15.20367
41.88,11.701572,17.124863,15.206929
41.91,11.711352,17.122417,15.21182
41.95,11.739883,17.128124,15.216711
42,11.7513,17.133017,15.223235
42.05,11.752114,17.146862,15.246038
42.09,11.761899,17.155016,15.250931
42.14,11.781442,17.174559,15.27943
42.19,11.775733,17.199022,15.291662
42.24,11.792024,17.20228,15.3128395
42.3,11.818115,17.20391,15.320993
42.33,11.847458,17.216137,15.329959
42.38,11.859682,17.23488,15.346258
42.42,11.857237,17.23977,15.39434
42.47,11.868656,17.22672,15.399234
42.5,11.872728,17.231607,15.431809
42.56,11.887398,17.244648,15.441589
42.61,11.898809,17.263395,15.460338
42.66,11.900439,17.281322,15.454634
42.71,11.904551,17.297766,15.468611
42.75,11.915051,17.314728,15.462956
42.8,11.916681,17.330214,15.477628
42.84,11.919127,17.35304,15.489041
42.89,11.931348,17.36689,15.516741
42.92,11.972958,17.392183,15.524084
42.99,11.980286,17.388927,15.54281
43.03,11.986809,17.41502,15.574611
43.08,11.997398,17.430496,15.600677
43.13,12.007999,17.436205,15.639002
43.16,12.010443,17.44272,15.660179
43.22,12.021854,17.422342,15.690338
43.27,12.02919,17.442719,15.713974
43.31,12.043045,17.462278,15.721309
43.34,12.059344,17.486727,15.731089
43.39,12.072404,17.513662,15.753127
43.45,12.0781,17.533194,15.7555685
43.5,12.091954,17.544603,15.778387
43.55,12.090324,17.542158,15.793873
43.58,12.089509,17.545418,15.797948
43.63,12.10582,17.552757,15.793055
43.69,12.118857,17.56987,15.816686
43.74,12.129448,17.586163,15.819944
43.77,12.140858,17.600018,15.847654
43.81,12.172642,17.602463,15.855804
43.86,12.175906,17.591038,15.845195
43.92,12.202766,17.604061,15.863915
43.97,12.208471,17.634216,15.873695
44,12.217436,17.64318,15.876955
44.05,12.234554,17.670082,15.891628
44.09,12.250907,17.658636,15.916974
44.16,12.261463,17.665943,15.95189
44.19,12.271245,17.668388,15.975531
44.24,12.274505,17.680614,16.009762
44.28,12.281025,17.68795,16.030952
44.34,12.299769,17.71892,16.034212
44.38,12.296506,17.729527,16.05787
44.42,12.300577,17.727898,16.074156
44.47,12.305468,17.738495,16.089643
44.51,12.320948,17.7499,16.109198
44.58,12.338879,17.751532,16.131205
44.61,12.341336,17.760544,16.145952
44.66,12.365663,17.767841,16.156494
44.71,12.390142,17.763762,16.178526
44.75,12.386071,17.764576,16.189112
44.8,12.402364,17.78494,16.188297
44.84,12.417033,17.79309,16.201338
44.89,12.42426,17.803932,16.22031
44.94,12.420219,17.80959,16.238897
44.99,12.430815,17.82426,16.239712
45.05,12.435705,17.82752,16.278017
45.08,12.43978,17.843006,16.302467
45.13,12.436504,17.859385,16.304106
45.17,12.458413,17.876425,16.325203
45.22,12.460858,17.891094,16.336613
45.28,12.464117,17.909832,16.354536
45.31,12.476363,17.913097,16.378212
45.36,12.503211,17.928555,16.401806
45.41,12.506487,17.94002,16.416546
45.45,12.500794,17.951405,16.436876
45.5,12.522742,17.973352,16.449883
45.55,12.534148,17.997793,16.475952
45.59,12.556161,18.007576,16.503672
45.64,12.57654,18.026325,16.512638
45.67,12.589583,18.041815,16.509377
45.74,12.598546,18.045889,16.504488
45.78,12.611584,18.056482,16.510193
45.83,12.641742,18.067894,16.523233
45.88,12.645816,18.101305,16.552568
45.91,12.666193,18.111086,16.549309
45.97,12.681696,18.129852,16.577868
46.01,12.696348,18.14369,16.60229
46.06,12.716723,18.1388,16.631628
46.09,12.731395,18.14532,16.639778
46.14,12.743667,18.156775,16.646324
46.21,12.758284,18.15109,16.653633
46.25,12.777025,18.156796,16.674006
46.3,12.775395,18.15109,16.67482
46.33,12.797401,18.164946,16.660965
46.39,12.825926,18.184505,16.705788
46.44,12.821035,18.183691,16.706602
46.49,12.8365345,18.200006,16.725365
46.51,12.850381,18.208965,16.752243
46.56,12.874011,18.20978,16.788095
46.63,12.874826,18.189405,16.809284
46.67,12.900104,18.204082,16.811731
46.72,12.916398,18.207342,16.831285
46.75,12.94494,18.230991,16.841072
46.8,12.960418,18.230177,16.85818
46.86,12.97101,18.236696,16.868773
46.91,12.981605,18.252995,16.889961
46.94,12.998719,18.262774,16.898926
46.99,12.989753,18.279892,16.910337
47.03,12.987306,18.29376,16.930733
47.09,13.020684,18.309229,16.951086
47.14,13.049211,18.32227,16.980427
47.17,13.057362,18.33042,16.983686
47.22,13.0704,18.33205,17.012209
47.27,13.071216,18.363836,17.029324
47.33,13.075295,18.386683,17.052986
47.36,13.086693,18.409477,17.066826
47.41,13.094843,18.425777,17.050526
47.45,13.10465,18.447023,17.057064
47.5,13.116841,18.453526,17.096077
47.56,13.124177,18.467382,17.114824
47.59,13.117628,18.474749,17.11237
47.64,13.1362915,18.492601,17.13509
47.69,13.131402,18.526827,17.134275
47.74,13.129772,18.539867,17.156282
47.78,13.150174,18.548029,17.153019
47.83,13.154243,18.574072,17.17662
47.88,13.148538,18.565105,17.193737
47.92,13.176234,18.5871,17.216545
47.99,13.188464,18.593622,17.209208
48.01,13.186832,18.61402,17.208391
48.06,13.197415,18.615648,17.22793
48.11,13.225942,18.622984,17.252382
48.16,13.238167,18.65314,17.280092
48.19,13.254471,18.671074,17.319221
48.25,13.261805,18.66374,17.358334
48.3,13.263434,18.66537,17.391754
48.34,13.265064,18.682484,17.388494
48.38,13.290327,18.685743,17.411312
48.44,13.303368,18.671072,17.428429
48.49,13.313167,18.674337,17.456192
48.53,13.331066,18.688982,17.47409
48.58,13.340843,18.708536,17.457796
48.61,13.347381,18.702,17.484762
48.67,13.357973,18.707703,17.505133
48.72,13.36448,18.713396,17.547424
48.77,13.389738,18.719913,17.554758
48.8,13.402797,18.700325,17.580875
48.84,13.406052,18.713346,17.60529
48.91,13.410943,18.710901,17.641161
48.95,13.410129,18.726381,17.662344
49,13.43947,18.741867,17.675385
49.03,13.462296,18.735346,17.715328
49.08,13.461481,18.729641,17.723476
49.14,13.471262,18.732086,17.742224
49.19,13.477782,18.738607,17.773195
49.22,13.497376,18.739424,17.777277
49.27,13.516922,18.746754,17.783792
49.31,13.538924,18.756533,17.814758
49.38,13.553608,18.767138,17.836784
49.42,13.543033,18.795609,17.853867
49.45,13.558529,18.81192,17.870993
49.5,13.5837755,18.824951,17.879951
49.55,13.596002,18.83636,17.884027
49.61,13.611486,18.83962,17.892992
49.64,13.619637,18.855106,17.899511
49.69,13.636751,18.884445,17.919071
49.74,13.63267,18.872204,17.945185
49.78,13.647323,18.87139,17.981815
49.84,13.645693,18.869759,17.999744
49.88,13.658743,18.88444,18.016872
49.92,13.664444,18.894213,18.028275
49.97,13.6815605,18.906439,18.0405
50.03,13.696229,18.912144,18.08369
50.06,13.717438,18.935799,18.084507
50.11,13.7206955,18.948828,18.11138
50.16,13.7264,18.952902,18.1342
50.21,13.750878,18.964325,18.166836
50.27,13.74925,18.96758,18.18719
50.3,13.754148,18.954521,18.196167
50.34,13.774492,18.970797,18.218954
50.39,13.776936,18.975683,18.223026
50.44,13.798137,18.969975,18.235258
50.49,13.812807,18.97568,18.242594
50.53,13.826664,18.9822,18.268677
50.58,13.851109,19.002571,18.27275
50.63,13.844588,19.025393,18.303722
50.67,13.869978,19.054058,18.31437
50.72,13.887005,19.0573,18.335451
50.77,13.886189,19.05241,18.339527
50.81,13.873964,19.05893,18.363977
50.86,13.891081,19.080936,18.377018
50.89,13.901676,19.090717,18.389244
50.95,13.914715,19.108644,18.399023
51,13.911439,19.122566,18.421135
51.05,13.919551,19.129868,18.43168
51.08,13.937479,19.137201,18.456944
51.13,13.947265,19.156773,18.475698
51.19,13.942377,19.176321,18.485474
51.24,13.961938,19.196697,18.48955
51.28,13.971718,19.212997,18.49118
51.31,13.983949,19.221966,18.511564
51.36,13.990466,19.225225,18.550669
51.42,14.001062,19.241528,18.56534
51.47,14.024696,19.257011,18.609348
51.5,14.052404,19.27005,18.627277
51.55,14.063863,19.257772,18.646103
51.59,14.079323,19.287878,18.669699
51.66,14.085028,19.280544,18.697407
51.71,14.105462,19.284632,18.698225
51.74,14.12817,19.287066,18.706335
51.78,14.136314,19.300097,18.724255
51.83,14.14202,19.303356,18.749521
51.89,14.13387,19.32047,18.773155
51.92,14.142836,19.342478,18.777231
51.97,14.165656,19.350628,18.811462
52.01,14.171388,19.368643,18.820469
52.08,14.166521,19.388922,18.837503
52.13,14.169781,19.397072,18.870102
52.16,14.173862,19.370947,18.88153
52.21,14.179569,19.371761,18.884792
52.25,14.194211,19.38315,18.896994
