Time,Pitch (x),Yaw (y),Roll (z)
11.058594, 2.776419, 6.169987, -3.0225565
11.104492, 2.7933478, 6.1949773, -3.0169137
11.151367, 2.7949786, 6.212915, -3.0185444
11.199219, 2.8105853, 6.23345, -3.0497575
11.244141, 2.8347504, 6.236672, -3.036064
11.291016, 2.841353, 6.239973, -3.0377145
11.336914, 2.837319, 6.2375526, -3.025612
11.384766, 2.8513083, 6.2647085, -3.0305495
11.431641, 2.852935, 6.2874837, -3.047631
11.477539, 2.8692303, 6.2972608, -3.0329652
11.5234375, 2.8782065, 6.2980766, -3.0190928
11.5703125, 2.8885183, 6.316321, -3.0325775
11.615234, 2.9100072, 6.3409934, -3.0492911
11.661133, 2.9051976, 6.3602324, -3.0541008
11.706055, 2.9107606, 6.374537, -3.0684056
11.751953, 2.9035673, 6.3881245, -3.0771976
11.798828, 2.9231532, 6.414239, -3.0853584
11.844727, 2.9321115, 6.426455, -3.1065328
11.891602, 2.9345787, 6.4412575, -3.0958421
11.939453, 2.932948, 6.4575634, -3.1154091
11.985352, 2.9394705, 6.4681625, -3.0876887
12.03125, 2.951674, 6.4901285, -3.0697904
12.078125, 2.9484136, 6.4982796, -3.0485978
12.125, 2.9761822, 6.5252314, -3.065749
12.170898, 2.976988, 6.5179777, -3.0738087
12.217773, 2.98109, 6.534385, -3.0762699
12.263672, 2.9590971, 6.545789, -3.070568
12.311523, 2.970476, 6.540912, -3.0656915
12.357422, 2.9778728, 6.572144, -3.0574727
12.405273, 2.9853601, 6.5995975, -3.0516493
12.451172, 3.0036204, 6.6003914, -3.0492675
12.499023, 2.992718, 6.6071005, -3.0643632
12.543945, 2.9840157, 6.6142206, -3.062781
12.589844, 3.0003376, 6.635439, -3.0750225
12.637695, 2.9995203, 6.655053, -3.0693016
12.68457, 2.9978774, 6.6657314, -3.0569804
12.730469, 2.9995003, 6.6835847, -3.0797026
12.77832, 2.9928558, 6.692721, -3.096314
12.825195, 3.007537, 6.699246, -3.0971296
12.870117, 3.008334, 6.7119966, -3.091551
12.916992, 3.0017364, 6.712821, -3.102272
12.963867, 2.9968574, 6.7298975, -3.0998325
13.010742, 3.0149298, 6.7455053, -3.116262
13.055664, 3.037033, 6.7612934, -3.1146832
13.1015625, 3.0402942, 6.780045, -3.1415877
13.150391, 3.0377653, 6.785946, -3.134844
13.196289, 3.0568774, 6.7708154, -3.1364367
13.2421875, 3.0560756, 6.7892594, -3.135635
13.2890625, 3.069927, 6.799037, -3.1307461
13.334961, 3.0805106, 6.821832, -3.136445
13.381836, 3.0961874, 6.828433, -3.1422207
13.428711, 3.1189318, 6.8219347, -3.1414084
13.475586, 3.135241, 6.8105183, -3.1324384
13.521484, 3.1499116, 6.8251886, -3.1308084
13.567383, 3.1491017, 6.8268085, -3.1429563
13.614258, 3.147467, 6.8423395, -3.1535828
13.661133, 3.1637118, 6.8618336, -3.1560194
13.708008, 3.1669645, 6.872405, -3.124305
13.753906, 3.1751127, 6.878109, -3.106379
13.801758, 3.1800406, 6.8822155, -3.1096644
13.847656, 3.1776335, 6.8894367, -3.1120715
13.893555, 3.1784494, 6.9082007, -3.1104398
13.94043, 3.1867228, 6.9264026, -3.0889287
13.987305, 3.1802206, 6.918275, -3.0929925
14.03418, 3.1647208, 6.906854, -3.0962558
14.080078, 3.167979, 6.939437, -3.1272094
14.125977, 3.167175, 6.9522986, -3.1151514
14.173828, 3.189526, 6.977961, -3.116807
14.220703, 3.1854517, 7.008112, -3.1396239
14.266602, 3.183824, 7.0016017, -3.1615965
14.313477, 3.1919708, 7.008934, -3.1550791
14.359375, 3.20966, 6.989637, -3.1590993
14.40625, 3.2228394, 6.992932, -3.1673365
14.452148, 3.2309437, 7.0075197, -3.181924
14.499023, 3.2350059, 7.016456, -3.2014222
14.545898, 3.2382696, 7.021352, -3.2193727
14.591797, 3.222092, 7.0585604, -3.2145195
14.638672, 3.231194, 7.0569053, -3.226104
14.685547, 3.218156, 7.070758, -3.2244742
14.732422, 3.235264, 7.072387, -3.231806
14.780273, 3.2470155, 7.0891747, -3.2401998
14.826172, 3.265165, 7.1309977, -3.2346761
14.87207, 3.274085, 7.155325, -3.2338653
14.917969, 3.2757146, 7.173251, -3.2469022
14.963867, 3.2854397, 7.1951327, -3.2525752
15.011719, 3.2846222, 7.2123036, -3.255028
15.058594, 3.2747552, 7.2336817, -3.2509167
15.104492, 3.28038, 7.2497525, -3.2420776
15.152344, 3.2812064, 7.248926, -3.2453828
15.198242, 3.2909796, 7.2717304, -3.2404962
15.244141, 3.2869012, 7.3010955, -3.2421277
15.291016, 3.3023725, 7.317381, -3.231542
15.337891, 3.3072605, 7.322269, -3.2405038
15.384766, 3.3243735, 7.3279734, -3.2331696
15.430664, 3.310561, 7.335286, -3.2250445
15.4765625, 3.319546, 7.3483553, -3.2021737
15.524414, 3.330952, 7.358132, -3.192397
15.5703125, 3.3333974, 7.3613925, -3.1589754
15.616211, 3.3301723, 7.389611, -3.1460755
15.6640625, 3.3375816, 7.4011364, -3.1617177
15.709961, 3.3441021, 7.421513, -3.1437862
15.756836, 3.3620195, 7.406853, -3.1372707
15.802734, 3.3514178, 7.4272413, -3.1568432
15.849609, 3.3401854, 7.4432874, -3.1624594
15.896484, 3.3525867, 7.471397, -3.1351767
15.942383, 3.359104, 7.482802, -3.1359913
15.989258, 3.3672414, 7.5023317, -3.1384325
16.036133, 3.386016, 7.5121274, -3.1433303
16.083008, 3.3941615, 7.5072403, -3.1368139
16.128906, 3.3827484, 7.5300665, -3.133553
16.175781, 3.3746033, 7.5561304, -3.1327386
16.222656, 3.381113, 7.5593853, -3.134366
16.268555, 3.3925207, 7.5585704, -3.128662
16.31543, 3.383548, 7.5553074, -3.144976
16.361328, 3.3907845, 7.5721927, -3.1417596
16.408203, 3.3965623, 7.5845737, -3.1376326
16.455078, 3.3810642, 7.5959935, -3.1596563
16.500977, 3.3607142, 7.612273, -3.1482604
16.548828, 3.3582711, 7.605758, -3.1637335
16.59375, 3.3598776, 7.63307, -3.1693566
16.640625, 3.3631864, 7.651268, -3.1486769
16.688477, 3.3591106, 7.655344, -3.149492
16.734375, 3.3696904, 7.6732483, -3.1234493
16.78125, 3.3778317, 7.6748767, -3.1307766
16.827148, 3.3786464, 7.6830225, -3.1495118
16.874023, 3.3656049, 7.7058454, -3.1413608
16.920898, 3.3664217, 7.698494, -3.1470785
16.966797, 3.3599129, 7.71558, -3.142197
17.014648, 3.3762207, 7.7335186, -3.14872
17.060547, 3.3649204, 7.731097, -3.1495273
17.106445, 3.3592532, 7.7497177, -3.1373835
17.15332, 3.3642206, 7.7704153, -3.1233091
17.200195, 3.363409, 7.7833996, -3.132236
17.24707, 3.3699398, 7.7785015, -3.1240723
17.292969, 3.3870513, 7.7980576, -3.1102202
17.338867, 3.4041798, 7.82008, -3.1134827
17.386719, 3.419677, 7.8363924, -3.1167452
17.432617, 3.4213068, 7.8526907, -3.134673
17.479492, 3.4221218, 7.8641, -3.149342
17.526367, 3.4204922, 7.879581, -3.1542308
17.572266, 3.4301467, 7.89004, -3.1671035
17.618164, 3.4398859, 7.885982, -3.176031
17.66504, 3.4448564, 7.906693, -3.1843154
17.71289, 3.4497406, 7.905065, -3.176175
17.75879, 3.4611568, 7.9368677, -3.1826987
17.805664, 3.475813, 7.949081, -3.1973548
17.850586, 3.4790213, 7.943466, -3.2013652
17.898438, 3.495566, 7.950911, -3.1839936
17.945313, 3.491492, 7.9631324, -3.1595507
17.99121, 3.5053446, 7.982689, -3.152217
18.039063, 3.5077891, 8.0014305, -3.1595504
18.08496, 3.5102363, 8.030796, -3.1432362
18.13086, 3.501281, 8.048707, -3.1546338
18.177734, 3.5086193, 8.075615, -3.1456647
18.22461, 3.5248902, 8.065039, -3.1635625
18.271484, 3.5330367, 8.057707, -3.1594894
18.317383, 3.5395622, 8.069126, -3.155411
18.363281, 3.5339334, 8.070734, -3.1369166
18.411133, 3.519909, 8.083934, -3.1253672
18.457031, 3.5133872, 8.095346, -3.109878
18.503906, 3.5158334, 8.1247015, -3.1131396
18.550781, 3.5101304, 8.145069, -3.1074367
18.59668, 3.5205524, 8.16912, -3.0914028
18.643555, 3.5271735, 8.201398, -3.1005068
18.689453, 3.5165849, 8.220946, -3.1184258
18.737305, 3.5133226, 8.218499, -3.1322901
18.782227, 3.5365965, 8.232945, -3.1411183
18.829102, 3.5422947, 8.25004, -3.159841
18.875977, 3.538999, 8.2698145, -3.1656086
18.922852, 3.530826, 8.286978, -3.1778681
18.96875, 3.5397627, 8.322724, -3.1924918
19.015625, 3.5462859, 8.343109, -3.1859686
19.064453, 3.552196, 8.354085, -3.192723
19.110352, 3.5845668, 8.361368, -3.201625
19.155273, 3.5853648, 8.3557825, -3.1768882
19.201172, 3.586967, 8.373405, -3.1824954
19.249023, 3.5763524, 8.357892, -3.1637156
19.294922, 3.569773, 8.38092, -3.1744072
19.341797, 3.562441, 8.406989, -3.179295
19.387695, 3.5852659, 8.404544, -3.1662524
19.435547, 3.581192, 8.409432, -3.1752148
19.481445, 3.5852625, 8.436298, -3.176029
19.527344, 3.5632706, 8.455032, -3.191505
19.575195, 3.5551214, 8.471331, -3.1866155
19.621094, 3.5777953, 8.481048, -3.1922839
19.666992, 3.5924728, 8.500618, -3.1963608
19.713867, 3.5770328, 8.511994, -3.1955483
19.760742, 3.5819218, 8.542958, -3.1922889
19.80664, 3.5965877, 8.547847, -3.184956
19.853516, 3.5982077, 8.561618, -3.1995375
19.901367, 3.603171, 8.567409, -3.1788568
19.94629, 3.6176255, 8.585878, -3.142721
19.993164, 3.6324909, 8.604047, -3.1385915
20.04004, 3.6422555, 8.621948, -3.1320817
20.086914, 3.6561377, 8.660329, -3.1051338
20.13379, 3.6805713, 8.659514, -3.0978038
20.179688, 3.6870995, 8.666042, -3.0929077
20.226563, 3.6993096, 8.671741, -3.0855815
20.273438, 3.7090895, 8.675, -3.0676517
20.319336, 3.730269, 8.656264, -3.0505455
20.365234, 3.7093508, 8.6643095, -3.0481317
20.413086, 3.7200508, 8.679948, -3.050601
20.45996, 3.7233162, 8.709336, -3.0416212
20.50586, 3.7314594, 8.716665, -3.0481358
20.551758, 3.7347088, 8.727226, -3.0400124
20.59961, 3.751077, 8.762418, -3.061291
20.645508, 3.781, 8.774549, -3.0677607
20.691406, 3.7777662, 8.77374, -3.0831206
20.737305, 3.7793996, 8.803141, -3.0912874
20.785156, 3.7957156, 8.820272, -3.0782347
20.831055, 3.8152728, 8.8341255, -3.0806794
20.87793, 3.8111537, 8.832478, -3.0831509
20.925781, 3.8184986, 8.858593, -3.09376
20.97168, 3.806315, 8.884584, -3.1148784
21.017578, 3.8112178, 8.901745, -3.1214156
21.063477, 3.8249083, 8.894497, -3.1238315
21.111328, 3.8346415, 8.920452, -3.1140983
21.158203, 3.8305054, 8.931206, -3.1074808
21.204102, 3.8215656, 8.942583, -3.1156077
21.25, 3.8142061, 8.958119, -3.1254203
21.297852, 3.8223526, 8.961378, -3.140899
21.34375, 3.8239815, 8.945905, -3.134384
21.390625, 3.8272407, 8.940201, -3.1319396
21.4375, 3.8411045, 8.925522, -3.1490655
21.483398, 3.8370306, 8.921448, -3.1352146
21.530273, 3.862284, 8.962179, -3.1425462
21.576172, 3.855762, 8.987452, -3.1131976
21.623047, 3.85015, 8.985046, -3.1019735
21.669922, 3.8410473, 9.010699, -3.111904
21.71582, 3.8337188, 9.026985, -3.112718
21.762695, 3.8435056, 9.04819, -3.1086402
21.80957, 3.840249, 9.080755, -3.0948
21.855469, 3.845065, 9.075939, -3.0723252
21.902344, 3.8533347, 9.089997, -3.0491707
21.950195, 3.8639383, 9.097339, -3.0344887
21.996094, 3.856613, 9.110361, -3.031233
22.041992, 3.8590596, 9.114439, -3.0426514
22.088867, 3.8606892, 9.113625, -3.0524285
22.135742, 3.8794377, 9.137264, -3.0744376
22.182617, 3.8867695, 9.160075, -3.0768816
22.228516, 3.8973403, 9.15357, -3.0744421
22.274414, 3.894895, 9.177206, -3.0940032
22.323242, 3.8932161, 9.199872, -3.1023982
22.36914, 3.8883426, 9.203121, -3.1032104
22.414063, 3.9018116, 9.214213, -3.1040027
22.460938, 3.9130886, 9.227906, -3.0943367
22.507813, 3.935178, 9.247541, -3.0820649
22.554688, 3.9466853, 9.273022, -3.1026134
22.600586, 3.941799, 9.285238, -3.1009846
22.648438, 3.9466906, 9.309696, -3.108322
22.694336, 3.9523962, 9.334964, -3.1246238
22.740234, 3.9466953, 9.343108, -3.1278815
22.788086, 3.965451, 9.342293, -3.1074948
22.833984, 3.981752, 9.365114, -3.114015
22.879883, 3.9922283, 9.386067, -3.121268
22.926758, 4.0045705, 9.409106, -3.116331
22.973633, 4.0208354, 9.421305, -3.1098251
23.020508, 4.0412517, 9.435188, -3.1065586
23.066406, 4.0461063, 9.486163, -3.1162682
23.112305, 4.042873, 9.496673, -3.096058
23.160156, 4.047008, 9.509905, -3.1216953
23.206055, 4.0607834, 9.526921, -3.1087306
23.25293, 4.070621, 9.562172, -3.114469
23.299805, 4.0722504, 9.560542, -3.1030622
23.34668, 4.0771403, 9.576027, -3.1087673
23.392578, 4.0738845, 9.593934, -3.118535
23.438477, 4.067373, 9.599632, -3.125861
23.486328, 4.0747075, 9.618377, -3.1315658
23.533203, 4.068872, 9.633382, -3.1407356
23.578125, 4.0744276, 9.655605, -3.1439104
23.625, 4.098784, 9.663724, -3.1349797
23.671875, 4.0767827, 9.662094, -3.1064594
23.71875, 4.0930834, 9.680025, -3.0885289
23.764648, 4.090644, 9.70198, -3.0990996
23.811523, 4.0996065, 9.712572, -3.1235437
23.857422, 4.1141977, 9.73527, -3.1219225
23.904297, 4.116671, 9.730323, -3.112853
23.951172, 4.124023, 9.712352, -3.1153038
23.998047, 4.1386747, 9.727818, -3.1047218
24.044922, 4.1337852, 9.745747, -3.0973873
24.09082, 4.1386743, 9.769377, -3.1177578
24.136719, 4.14192, 9.789664, -3.1080198
24.18457, 4.159954, 9.799501, -3.1031015
24.230469, 4.161582, 9.832056, -3.1047292
24.277344, 4.1664705, 9.857314, -3.0859895
24.324219, 4.190917, 9.88665, -3.1022873
24.370117, 4.2133965, 9.888256, -3.1167386
24.416992, 4.2142234, 9.913892, -3.106815
24.46289, 4.2264676, 9.91879, -3.112529
24.510742, 4.2305346, 9.930178, -3.1027677
24.55664, 4.2435575, 9.932619, -3.1166048
24.603516, 4.268838, 9.952191, -3.1092653
24.65039, 4.3046985, 9.944857, -3.1060052
24.69629, 4.3152905, 9.945671, -3.130448
24.743164, 4.313661, 9.970112, -3.1410391
24.789063, 4.3348684, 9.990503, -3.1434863
24.835938, 4.330806, 10.024628, -3.1548612
24.881836, 4.3283896, 10.019795, -3.1347265
24.92871, 4.315186, 10.0379505, -3.136377
24.97461, 4.331229, 10.069234, -3.1395857
25.021484, 4.32797, 10.089603, -3.12492
25.069336, 4.3188667, 10.115257, -3.1274025
25.114258, 4.3284907, 10.12408, -3.1410367
25.161133, 4.340089, 10.146447, -3.1228113
25.208984, 4.341718, 10.16274, -3.1260698
25.254883, 4.356384, 10.174147, -3.1268845
25.301758, 4.362088, 10.191259, -3.1325889
25.348633, 4.358828, 10.20919, -3.1497045
25.394531, 4.3718505, 10.230352, -3.1383097
25.441406, 4.369404, 10.227906, -3.1309702
25.487305, 4.3799996, 10.231981, -3.130155
25.535156, 4.390582, 10.24582, -3.123643
25.581055, 4.40189, 10.270051, -3.1082966
25.626953, 4.394601, 10.282199, -3.1010077
25.674805, 4.409502, 10.289649, -3.1159089
25.720703, 4.4054275, 10.2945385, -3.120798
25.767578, 4.3940153, 10.328774, -3.1289496
25.813477, 4.395644, 10.33366, -3.1427932
25.860352, 4.404463, 10.356909, -3.125958
25.907227, 4.4085975, 10.368486, -3.0928795
25.953125, 4.4143023, 10.375007, -3.0863595
26.0, 4.4314213, 10.383159, -3.083914
26.046875, 4.4216366, 10.3994665, -3.0936985
26.092773, 4.4305916, 10.404351, -3.0717177
